Cluster	clsy1234_r1	clsy1234_r2	col0_r1	col0_r2	nrpd1_3_r1	nrpd1_3_r2	NRPD1_3xF_Mut10_r1	NRPD1_3xF_Mut10_r2	NRPD1_3xF_Mut9_r1	NRPD1_3xF_Mut9_r2	NRPD1_3xF_WT2_r1	NRPD1_3xF_WT2_r2	WTSucSul_r1	WTSucSul_r2	nrpd1_49_r1	nrpd1_49_r2	nrpd1_50_r1	nrpd1_50_r2	nrpd1_51_r1	nrpd1_51_r2
merged_2_1947628	0	0.09	11.57	10.02	0	0.1	0.05	0	0.13	0.17	19.74	18.82	5.75	4.99	0	0	0.13	0.7	0	0
merged_3_15847657	0.01	0.02	4.37	4.6	0	0.02	0.01	0.06	0.15	0.12	7.97	6.97	5.84	5.79	0.03	0.07	0.2	0.24	0.03	0.01
merged_5_8772776	0	0	12.25	8.03	0	0	0	0	0	0	7.83	7.11	4	4.63	0	0	0	0	0	0.19
merged_1_1289031	0	0	9.78	7.91	0	0.12	0.11	0	0	0.29	11.14	8.16	4.32	5.84	0	0	0	0	0	0
merged_1_13890139	0.12	0.13	11.54	11.32	0.14	0.15	0.24	0.07	0.35	0.28	14.77	14.16	8.52	6.61	0.04	0.06	0.62	0.68	0	0.05
merged_4_4617477	0	0	2.52	3.42	0.06	0	0.04	0.04	0	0	5.45	5.88	2.73	2.6	0.05	0	0	0.22	0	0
merged_3_6668237	0.24	0.26	35.26	34.97	0.38	0.3	0.21	0.26	0.26	0.06	20.13	18.74	36.78	30.05	0.08	0.26	1.33	0.57	0.1	0.09
merged_5_15945880	0.28	0.11	56.57	50.55	0.49	0.26	0.12	0.11	0.56	0.11	68.33	69.24	25.91	27.83	0.15	0	0.33	0.6	0	0
merged_4_7908612	0.24	0	22.14	18.71	0	0.08	0	0.27	0.06	0.25	11.68	10.71	9.86	10.76	0	0	0.1	0.46	0	0.09
merged_4_5745496	0.29	0	22.75	18.47	0	0	0	0	0	0.67	6.59	4.55	6.87	6.28	0	0	0	0	0	0
merged_3_15524285	0	0	3.34	2.75	0.14	0	0.1	0	0.18	0.44	5.05	3.22	4.27	4.69	0.12	0.56	0.27	0.49	0	0
merged_1_2340093	0	0.1	38.8	42.61	0	0	0	0	0.1	0.47	47.81	47.59	27.42	30.26	0	0	0.14	0.17	0	0
merged_1_17712681	0.55	0.56	16.09	18.11	0.12	0.26	0.31	0.4	0.48	0.55	21.99	20.07	11.36	10.06	0.16	0.14	0.43	0.36	0.22	0.12
merged_4_4554195	0	0	3.92	4.27	0	0	0.02	0.01	0.03	0.03	7.02	6.17	6.88	7.7	0.24	0.09	0.11	0.25	0	0.02
merged_2_4607231	0	0.04	1.95	2.26	0	0	0.14	0	0.13	0.08	3.73	3.4	2.35	2.58	0	0	0.26	0.16	0	0
merged_4_8141745	0.14	0.04	27.26	26.6	0.11	0.36	0.54	0.27	0.77	1.03	41.14	36.23	36.14	33.43	0.1	0	1.59	1.3	0.06	0.17
merged_2_3644106	0	0	1.05	1.48	0	0	0.06	0.03	0.11	0.21	3.72	4.02	1.93	1.65	0	0	0.08	0.1	0.09	0
merged_4_4248092	0	0	1.39	1.74	0	0	0	0	0.08	0	3.76	3.28	1.63	1.62	0	0	0.17	0.13	0	0
merged_4_6623733	0.05	0	8.2	7.81	0.06	0	0.17	0.16	0.43	0.26	9.38	7.4	5.76	5.38	0	0.24	0	0.14	0	0
merged_2_13312670	0.26	0	4.83	6.92	0.1	0.33	0.38	0.43	0	0.07	8.49	8.34	8.29	7.14	0.09	0	0.31	0	0.23	0
merged_4_4939774	0	0	3.08	3.14	0	0.1	0.09	0.08	0.44	0.39	6.09	5.49	4.61	3.77	0.16	0.08	1.13	0.72	0	0
merged_5_18932779	0	0.03	5.93	6.68	0.02	0.01	0.04	0.11	0.17	0.21	9.17	8.07	5.64	5.65	0	0.03	0.19	0.18	0.02	0.04
merged_1_8647752	0.11	0.03	5.45	4.43	0.13	0.04	0.23	0.22	0.09	0.29	5.97	4.68	3.12	3.43	0.04	0	0.18	0.11	0.05	0.04
merged_2_1190710	0.11	0.09	8.11	6.95	0.27	0	0.1	0	0.09	0	6.89	7.94	6.71	6.15	0	0	0.27	0.16	0.15	0
merged_1_13126773	0.03	0	17.46	17.4	0	0	0.08	0.13	0.16	0.18	19.27	17.41	8.86	8.6	0.1	0.05	0.23	0.14	0.08	0
merged_1_28280167	0.14	0.12	4.2	2.84	0.17	0.27	0.13	0.48	0.12	0.33	7.4	5.85	5.01	3.32	0	0	0.34	0.21	0.19	0.17
merged_4_7389639	0.16	0.03	23.36	24.43	0.1	0.08	0.21	0.17	0.32	0.53	35.07	30.25	34.37	31.56	0.04	0.26	0.77	0.63	0.16	0.14
merged_3_8872468	0	0.19	24.48	22.85	0	0.22	0.15	0.24	0.33	0.18	31.91	28.3	22.97	19.23	0	0.1	0.49	0.08	0	0
merged_1_29477265	0.02	0.02	6.53	6.51	0.02	0.02	0.1	0.11	0.2	0.22	9.05	8.99	10.11	9.46	0.02	0.06	0.35	0.3	0.05	0.05
merged_5_10146227	0	0	1.79	2.19	0	0.03	0.02	0.04	0.04	0.04	4.16	3.91	2.38	2.36	0.03	0.04	0.13	0.04	0	0
merged_4_6481987	0	0	7.72	5.96	0	0	0.11	0.1	0.2	0.19	8.09	8.92	6.81	6.67	0	0	0.45	0	0	0
merged_5_11805749	0	0	2.42	2.31	0	0	0	0	0	0.14	4.81	4.27	5.03	6.6	0.1	0	0.11	0.13	0	0
merged_2_5039277	0	0	2.21	2.09	0	0	0.1	0	0.28	0.12	4.25	4.22	2.43	2.16	0.08	0	0.19	0.17	0	0.05
merged_4_10053046	0.04	0	6.49	6.58	0.13	0.04	0.26	0.15	0.21	0.23	12.33	12.68	7.91	7.46	0.04	0	0.27	0.48	0	0.04
merged_5_16599065	0	0.27	8.29	8.99	0	0	0	0	0	0	7.84	8.12	4.15	2.58	0.18	0	0	0.25	0	0
merged_3_10653879	0.23	0.37	76.31	76.31	0	0.22	0.4	0.09	0	0.44	127.34	87.55	211.54	211.26	0.25	0.56	1.51	0.99	0.3	0.13
merged_5_13887880	0.06	0	4.73	4.61	0.07	0.07	0.1	0.03	0.16	0.29	8.13	7.73	8.71	9.38	0.04	0.03	0.66	0.5	0.07	0.04
merged_1_20403385	0.7	0.37	103.44	102.32	0.28	0	0.2	0.58	0.19	0.72	133.86	111.27	151.37	154.15	0.25	0.38	0	0	0	0
merged_4_4186043	0	0	1.94	2.1	0	0	0.03	0	0.11	0.03	4.42	3.49	3.73	4.19	0.07	0.06	0.29	0.4	0	0
merged_3_23130733	0.4	0.16	111.66	133.36	0	0	0	0	0	0	0.11	0	16.36	19.25	0.21	0.33	0	0	0	0
merged_2_5725470	0	0.02	2.84	2.4	0	0	0.02	0.02	0.09	0.07	4.09	4.4	3.97	4.04	0.02	0	0.24	0.1	0	0
merged_4_17636383	0.16	0	71.92	57.97	0	0	0	0	0.25	0.31	9.04	6.91	18.45	18.08	0.25	0.26	0.38	0.11	0	0
merged_2_1676128	0.41	0.33	97.2	97.54	0	0	0.24	0.11	0.45	0.75	70.38	77.55	34.03	36.84	0	0	0.66	0.2	0	0.16
merged_2_8567809	0	0.12	8	9.02	0	0	0	0	0	0	0.08	0.19	1.67	1.83	0	0	0	0	0	0
merged_1_1286725	0	0.32	17.7	17.38	0	0	0.34	0.16	0.48	0.15	17.21	16.64	13.45	14.19	0	0.32	0	0	0	0
merged_1_11324904	0	0	12.34	11.14	0	0	0.2	0.09	0.46	0.18	8.65	7.93	6.75	4.94	0	0	0.55	0.49	0	0
merged_3_17579617	0.4	0.28	51.08	49	0.07	0.33	0.25	0.19	0.42	0.4	92.1	82.3	61.95	56.7	0.12	0.19	0.27	0.74	0.08	0
merged_3_13535215	0	0	8.85	5.16	0	0	0	0	0	0.05	13.88	9.39	13.77	16.92	0.26	0	0.44	0.44	0.08	0.14
merged_1_16828506	0	0	5.84	4.39	0	0	0	0.12	0	0	6.73	7.62	3.38	1.86	0.31	0	0	0	0	0
merged_1_15842521	0	0	3.27	3.5	0	0	0.02	0.03	0.06	0.12	5.59	4.91	4.35	4.38	0.02	0.12	0.26	0.26	0	0.02
merged_4_2641708	0.06	0.05	5.79	5.77	0.05	0.04	0.22	0.33	0.58	0.57	9.62	7.87	7.91	6.72	0.18	0.03	0.86	1.33	0.03	0
merged_3_14307343	0	0	5.16	3.8	0.07	0	0	0.05	0.1	0.19	7.9	5.62	3.65	3.6	0.07	0	0.22	0.18	0	0.15
merged_5_19080911	0.23	0.09	10.6	9.6	0.14	0	0.1	0	0.37	0.88	14.16	12.17	3.59	5.49	0	0	0.27	0	0	0.13
merged_2_2250932	0.05	0	25.77	25.11	0.03	0	0.12	0.09	0.19	0.14	29.31	30.17	12.85	12.73	0.17	0.17	0.54	0.46	0.11	0.03
merged_5_22021582	0.37	0	9.28	11.53	0	0	0	0	0	0	19.43	16.26	6.61	8.04	0	0	0	0.26	0	0
merged_3_12403753	0	0	1.45	1.31	0	0.08	0	0	0.06	0.12	1.85	1.49	1.25	1.66	0	0	0.38	0	0	0
merged_4_10716732	0	0.11	59.88	53.25	0	0.27	0.12	0.81	0.23	0.43	56.45	46.1	71.68	66.26	0	0.23	0.5	0.2	0	0.16
merged_4_6597747	0.1	0.2	51.87	52.47	0	0.05	0.04	0.13	0.08	0.16	34.74	32.81	53.63	53.73	0.87	0.91	0.86	1.17	0	0
merged_2_3877296	0	0	2.41	2.44	0	0	0	0.02	0.06	0.04	5.3	4.89	5.52	5.38	0.33	0.25	0.3	0.08	0	0
merged_3_7594257	0	0	33.71	31.81	0	0	0.14	0.13	0.13	0	28.23	28.33	23.29	24.43	0.17	0	0.19	0	0.41	0.36
merged_1_13297404	0	0	3.54	3.44	0	0	0.06	0	0	0.05	4.5	4.36	4.3	3.88	0	0	0.41	0	0	0
merged_2_13337100	0	0	5.34	3.49	0	0	0	0	0	0.1	6.75	5.48	1.48	1.62	0	0	0	0	0	0
merged_3_10837281	0	0.09	10.06	9.22	0	0.31	0	0	0.18	0.34	15.39	12.94	8.3	5.78	0	0	0	0.16	0	0
merged_1_19072767	0.19	0.53	276.25	257.28	0.06	0	0.41	0.04	0.23	0.22	31.8	30.32	293.65	280.73	3.95	5.01	6.62	5.79	0.31	0.33
merged_2_11397463	0.12	0	13.66	15.2	0.15	0	0	0	0.3	0.1	16.36	15.5	13.11	12.25	0	0	0.15	0.18	0	0
merged_3_14178431	0	0.04	2.94	2.56	0.17	0.09	0.04	0.04	0.11	0.04	3.21	2.75	1.49	2.01	0.05	0	0.11	0.14	0.06	0.06
merged_1_17406089	0.03	0	3.92	3.68	0	0	0	0.05	0.07	0.11	6.09	5.27	4.34	4.11	0.02	0	0.09	0.11	0	0.02
merged_2_6605891	0.03	0.09	15.41	12.62	0	0	0.21	0.27	0.3	0.46	19.8	16.93	11.12	10.71	0.26	0.26	1.03	0.5	0.07	0
merged_4_2655490	0	0.31	4.81	4.35	0.12	0.37	0.17	0.08	0.08	0.23	8.51	8.34	4.95	4.45	0	0	0.59	0.84	0.13	0
merged_5_11284870	0	0	1.8	1.48	0	0.05	0	0.04	0	0	2.15	2.72	1.14	1.36	0.05	0	0.43	0.15	0	0
merged_1_19768572	0	0	23.03	18.98	0.21	0	0	0	0	0.41	29.23	20.44	21.68	19.93	0	0	0.85	1.28	0	0
merged_4_2384258	0	0	45.44	33.33	0	0.29	0	0	0.75	0.72	56.35	50.03	47.43	40.25	0	0	1.48	0.44	0.81	0
merged_1_8771643	0.07	0.11	11.75	11.19	0.07	0.08	0.1	0.1	0.25	0.3	8.6	8.65	14.52	13.75	0.01	0.11	0.4	0.46	0.04	0.13
merged_5_2676100	0.1	0.24	80.89	77.17	0.12	0.19	0.18	0.08	0.24	0.78	20.65	19.84	19.03	19.36	0	0	0	0	0	0
merged_4_2212537	0	0	3.36	4.15	0	0	0.12	0	0	0.21	5.54	5.42	4.71	5.26	0	0.22	0.32	0.19	0	0
merged_1_11703687	0.04	0.06	18.49	18	0	0.11	0.17	0.26	0.29	0.43	28.07	24.52	21.92	22	0.13	0.06	1.32	1.36	0.21	0.05
merged_3_12427385	0.04	0	2.52	2.07	0	0.03	0	0	0.03	0.11	3.07	2.65	2.19	2.4	0	0	0.09	0.05	0	0.08
merged_3_15487158	0	0	2	2.18	0	0	0.02	0.02	0.02	0.2	4.97	4.21	2.7	2.68	0.05	0.04	0.14	0.03	0	0
merged_5_26073251	0	0.5	21.33	28.38	0	0	0.54	0	1.01	0	33.13	23.04	36.87	43.15	0	0	1.49	0	0.82	0
merged_5_20788657	0	0	15.58	21.15	0	0	0	0.57	0.28	0	22.68	29.54	6.56	4.96	0	0	0	0	0	0
merged_5_17233480	0	0	32.02	31.13	0	0.21	0.13	0	0.12	0.23	30.67	31.23	15.1	14.74	0	0	0	0.54	0.1	0
merged_1_13337269	0	0	1.59	1.94	0.1	0	0.07	0.03	0	0.03	2.67	3.12	1.76	1.84	0	0.07	0.1	0.12	0	0
merged_1_28526872	2.84	2.65	34.75	35.76	3.38	3.58	2.73	2.02	2.3	2.11	48.27	45.03	27.56	28.15	1.09	1.01	1.63	0.98	1.2	0.67
merged_2_9762675	0.06	0.1	11.36	9.41	0	0	0.22	0.1	0.2	0.24	17.29	16.98	8.51	9.16	0	0	0.15	0.45	0	0
merged_4_1612689	0.05	0.06	3.99	3.86	0.02	0.07	0.19	0.24	0.28	0.22	5.51	5.33	3.14	3.16	0.08	0	0.47	0.41	0.02	0
merged_1_3342938	0	0	10.15	10.69	0	0	0	0.3	0.3	0.71	14.15	12.09	3.14	4.64	0	0.3	0.22	0	0	0
merged_3_12917248	0	0	14.82	11.05	0	0	0	0	0	0	11.66	9.56	22.87	19.15	0	0	0.37	0.44	0	0
merged_4_9192496	0	0.22	12.59	10.58	0	0	0	0	0	0	13.69	11.06	2.32	4.7	0	0	0	0	0	0
merged_3_9140310	0	0.24	3.94	3.51	0.09	0	0.19	0	0.12	0.4	6.64	7	1.55	2.23	0	0	0.09	0	0	0.09
merged_4_4558192	0	0	1.79	2.3	0	0	0	0	0.11	0	2.99	3.47	4.35	2.92	0	0.22	0	0	0	0
merged_4_3445002	0	0.02	2.04	2.28	0.08	0	0	0.02	0.08	0.04	1.87	1.81	2.25	2.14	0.03	0.04	0.14	0.03	0.03	0
merged_3_18633938	0	0	15.24	11.52	0	0.09	0	0	0.08	0.08	15.51	10.41	8.43	6.66	0.1	0.16	0.12	0.42	0	0
merged_3_8329152	0	0	6.29	6.51	0	0	0	0	0.13	0	8.22	6.46	2.05	2.03	0	0	0	0	0	0
merged_1_17620655	0	0.03	3.5	3.1	0	0	0.14	0.03	0.21	0.08	5.02	4.38	6.07	5.91	0.03	0.16	0.19	0.51	0	0
merged_2_1536544	0	0.12	27.72	26.26	0	0.14	0.13	0.12	0.36	0.34	72.67	67.45	20.52	20.18	0	0	0.53	0.64	0	0
merged_3_14361859	0	0	6.35	5.93	0	0.06	0.05	0	0.14	0.27	6.05	6.59	1.62	1.65	0.06	0	0.21	0.17	0	0
merged_3_15205766	0	0.33	18.24	18.8	0	0.13	0	0	0.11	0.21	35.48	33.04	6.12	4.67	0	0.22	0.32	0	0	0
merged_2_1503963	0	0	32.03	36.35	0	0	0	0	0	0	57.13	56.19	22.35	21.14	0	0	0	0	0	0
merged_4_12699028	0	0.13	21.12	18.56	0.1	0	0	0	0.07	0.32	10.94	8.55	7.05	7.43	0	0.27	0.2	0.12	0	0
merged_5_12819651	0	0.04	3.37	3.77	0.23	0.27	0.21	0.2	0.27	0.37	3.06	3.61	7.93	7.12	0.05	0.08	1.09	1.3	0.13	0.22
merged_3_12912560	0.18	0.17	5.33	5.26	0	0.14	0.28	0.42	0.2	0.59	9.9	9.12	3.08	3.61	0.04	0	0.48	0.26	0	0.04
merged_4_5604338	0.22	0.35	15.45	13.35	0	0	0	0	0.52	0.67	34.46	22.25	35.94	35.4	0	0.35	0.52	0.62	0	0.25
merged_1_13131352	0	0	4.14	4.24	0.03	0	0	0.08	0.12	0.2	7.75	7.08	3.28	3.67	0.03	0.04	0.27	0.25	0	0
merged_5_16857097	0	0	14.47	8.77	0	0	0	0	0	0.48	10.44	11.55	6.19	6.8	0	0	0	0.29	0	0
merged_3_10825416	0.1	0.08	38.87	40.12	0.06	0	0.04	0	0.36	0.27	62.37	58.79	90.11	88.49	1.12	1.21	1.02	0.86	0.07	0.23
merged_1_19594137	0	0	18.17	18.8	0	0	0	0	0	0.08	19.99	20.95	6.92	6.19	0	0	0	0	0	0
merged_5_11500982	0.19	0.07	6.84	6.04	0.11	0.09	0.08	0.23	0.6	0.36	10.12	8.59	2.02	1.82	0	0	0.22	0.27	0	0.11
merged_2_2205904	0	0	3.04	3.23	0	0.03	0	0	0.07	0.21	6.66	5.82	2.59	3.07	0	0	0.11	0.04	0	0.03
merged_3_13188961	0.03	0	2.63	2.68	0	0	0.01	0.03	0.09	0.04	7.02	6.39	2.38	2.17	0.02	0.05	0.07	0.04	0	0
merged_3_12178700	0	0	2.54	1.76	0	0	0	0	0	0	3.48	3.67	3.95	3.73	0.3	0	0	0.2	0	0
merged_2_5152350	0	0	2.91	2.01	0	0	0.1	0	0.19	0	4.38	3.67	4.68	3.64	0	0	0.14	0.16	0	0.13
merged_4_8916397	0.11	0.18	32.93	28.84	0.14	0.11	0.3	0.28	0.65	0.53	42.43	37.09	12.04	13.3	0	0	0	0	0.45	0.27
merged_3_18192697	0.12	0.19	68.07	68.25	0.14	0	0.72	0	0.76	0.91	140.87	118.75	80.37	77.04	0.13	0.19	1.12	1.68	0.15	0.27
merged_2_7109231	0	0.09	20.58	22.62	0.13	0.1	0.29	0.27	0.35	0.51	43.6	29.44	15.84	12.58	0.23	0.18	0.52	0.94	0.29	0
merged_3_10734240	0	0	10.05	8.62	0	0.37	0.17	0.16	0	0	13.79	9.36	12.97	13.27	0	0.62	0.23	0	0.5	0.22
merged_5_15942213	0.15	0.48	58.67	49.88	0	0.14	0.26	0.37	0.36	0.69	81.8	74.56	41.76	40.76	0	0.24	0.18	1.07	0	0
merged_3_11600107	0.18	0.09	12.65	11.97	0.04	0.17	0.28	0.24	0.8	0.52	19.9	19.44	16.07	16.94	0.04	0	1.53	0.97	0.14	0.17
merged_1_29611336	0.14	0.11	68.64	71.04	0.34	0.68	0.49	0.35	2.06	1.97	94.67	76.58	83.79	84.78	0.61	0.92	3.23	1.43	0.19	0.5
merged_2_4360935	0	0	5.14	5.03	0.16	0.13	0	0.22	0.11	0.31	6.12	7.01	1.77	1.56	0	0	0.48	0	0	0
merged_3_10700902	0.02	0.05	3.87	3.36	0	0.06	0.14	0.05	0.11	0.16	7.9	5.92	2.98	3.05	0.02	0.03	0.07	0.09	0.03	0
merged_5_17899837	0.03	0.13	8.05	7.1	0.04	0.06	0.12	0.06	0.16	0.21	8.52	8.67	9.36	9.36	0.11	0	0.32	0.48	0.04	0.04
merged_5_16224853	0.96	1.55	197.66	168.05	0.46	1.84	0.34	1.44	1.56	1.05	107.55	97.02	40.18	39.92	0.41	0.31	0.69	0.28	0.51	0.23
merged_3_16714922	0	0.15	3.04	2.77	0.06	0.05	0.04	0.04	0.08	0.22	3.89	3.48	2.94	3.43	0	0.08	0.06	0.27	0	0.06
merged_5_17134774	0	0.07	30.44	23.33	0	0	0.16	0.23	0.6	0.71	21.45	18.83	22.73	23.61	0.1	0	0.55	0.93	0.12	0
merged_5_11262020	0	0	7.03	6.98	0	0	0	0	0.24	0	5.25	3.71	2.72	3.84	0	0.24	0	0	0	0
merged_4_6209515	0	0	2.45	2.24	0	0	0	0.07	0.1	0.16	4.47	3.55	3.08	2.77	0.03	0	0.11	0.3	0	0.04
merged_5_10151198	0	0	15.58	15.27	0	0	0	0	0	0	9.4	8.65	1.69	2.56	0	0	0	0.57	0	0
merged_2_3862003	0	0	1.15	0.87	0	0	0.06	0.05	0	0.17	2.29	2.14	1.58	1.23	0	0	0.04	0	0	0
merged_3_4551464	0.29	0	45.11	43.9	0.34	0	0	0	0.93	0	48.46	50.12	33.22	31.66	0	0	1.73	0	0	0
merged_3_20788140	0	0	10.09	11.74	0	0	0	0.13	0.13	0.72	12.79	13.69	4.18	6.04	0	0	0	0	0	0
merged_5_22231883	0	0.16	10.27	6.3	0	0	0	0	0	0	10.53	6.95	1.56	3.14	0	0	0.24	0	0	0
merged_1_21144648	0.05	0.07	32.17	31.31	0.05	0.09	0.12	0.11	0.37	0.46	64.69	63.16	21.11	20.82	0.1	0	0.27	0	0	0.05
merged_5_17989307	0.21	0	64.54	50.23	0.5	0	0.18	0.35	0	0	11.28	9.47	21.39	21.5	0	0	0	0	0	0
merged_4_4982683	0.04	0	2.16	1.73	0	0	0.03	0.03	0.03	0.06	2.19	2.47	2.25	2.65	0	0	0.14	0.16	0	0
merged_1_12078395	0.31	0.21	37.41	35.07	0.12	0.39	0.84	0.96	2.36	2.28	49.12	41.8	25.38	24.9	0.41	0.43	2.9	2.99	0.22	0.09
merged_3_15143301	0.01	0.02	9.15	9.57	0	0.01	0.02	0.03	0.09	0.14	14.63	12.3	15.27	15.23	0.72	0.5	0.63	0.66	0.03	0.04
merged_1_15881357	0	0	6.93	6.69	0	0.12	0	0	0.1	0.19	13.36	9.02	3.88	3.55	0	0	0	0	0	0
merged_4_16378492	0	0.25	19.88	17.08	0	0	0	0	0.49	0.47	31.6	22.18	23.07	25.09	0	0	0	0.88	0	0
merged_4_1903889	0	0.05	4.08	4.6	0	0	0	0.05	0.05	0.15	5.1	4.6	4.05	3.42	0	0	0.16	0.09	0	0
merged_5_13999508	0	0	2.93	2.38	0	0	0.07	0.14	0.2	0.13	4.66	3.89	3.06	2.48	0	0	0.2	0	0	0
merged_1_17144607	0.04	0.07	12.62	11.18	0	0.04	0.11	0.03	0	0.13	14.7	14.4	6.75	6.67	0.05	0.14	0.05	0.06	0	0.05
merged_1_19362961	0	0	20.33	33.93	0	0	0	0	1.06	1.02	32.06	27.2	6.05	3.8	0	0	0	0	0	0
merged_2_9855035	0.13	0.11	22.14	20.84	0	0.38	0.46	0.44	0.27	0.62	22.77	21.55	14.56	15.5	0	0.11	0.56	0.86	0.09	0.16
merged_4_10532360	0	0	30.17	24.32	0.43	0.17	0.16	0.3	0.73	0.28	10.96	12.4	2.39	3.14	0	0	0.22	0	0	0
merged_4_5705241	0.13	0	23.81	20.8	0	0	0	0	0	0.1	15.8	16.11	6.52	7.44	0	0.22	0	0	0.18	0.16
merged_4_6109988	0.04	0.2	23.75	20.79	0.1	0	0.15	0	0.24	0.55	29.19	28.01	10.75	9.88	0	0.14	0.3	0.12	0.06	0
merged_3_10220159	0	0	6.13	5.45	0	0.19	0	0	0	0	0.75	0.12	4.35	4.64	0	0	0	0	0	0.46
merged_4_7703851	0	0	3.54	4.63	0	0	0	0	0.07	0.25	8.41	7.84	3.47	2.58	0	0	0.19	0.12	0	0
merged_5_12675348	0	0	5.48	5.64	0.14	0	0.51	0.68	0.76	0.63	8.79	9.51	12.36	11.54	0	0	1.68	0.84	0.15	0
merged_4_5894546	0	0	2.73	3.08	0	0	0	0.05	0.04	0.13	4.92	5.01	1.72	2.2	0	0	0.07	0.32	0	0
merged_4_6158737	0	0	16.99	13.94	0	0	0	0.1	0.1	0.19	19.48	19.29	5.84	7.58	0	0	0.15	0	0	0
merged_3_14794004	0.01	0.01	8.81	9.26	0	0	0.05	0.06	0.23	0.18	13.41	11.99	12.62	11.96	0.39	0.29	0.53	0.61	0.02	0.02
merged_2_8528721	0.07	0	10.52	11.71	0.16	0.06	0.23	0.39	0.11	0.21	15.23	15.21	3.56	2.7	0.07	0	0.16	0.19	0	0
merged_5_3115227	0	0	6.96	6.92	0	0.3	0.28	0	0.09	0.33	11.76	9.55	2.56	2.58	0	0	0	0	0	0
merged_4_743019	0	0.1	39.05	30.51	0	0	0	0	0	0.09	12.66	15.61	17.24	17.36	0	0	0.14	0	0	0
merged_4_8292236	0	0.11	14.06	13.1	0.16	0	0.12	0	0	0.83	17.72	17.54	7.19	4.71	0	0	0	0.19	0	0
merged_4_1660218	0.03	0.03	35.75	36.4	0.04	0	0.08	0.1	0.22	0.21	52.28	49.75	38.96	37.67	0.24	0.28	0.54	0.77	0	0.02
merged_3_14457136	0.08	0	4.38	4.21	0	0	0	0	0.07	0.07	11.44	11.84	4.6	2.98	0	0	0.1	0	0	0
merged_3_16205972	0	0.13	12.56	10.95	0.1	0	0	0	0.13	0.06	0.18	0.4	38.07	35.36	0.26	0.13	0.67	0.69	0.21	0.09
merged_4_5581548	0.01	0	2.56	2.48	0	0	0.02	0.04	0.07	0.14	5.15	4.46	5.83	5.77	0.04	0.02	0.25	0.17	0.02	0
merged_1_13200737	0	0	8.14	9.8	0	0	0	0	0	0	7.37	9.24	4.57	3.98	0	0	0	0.17	0	0
merged_3_22377619	0.31	0.25	37.84	41.38	0.09	0.23	0.14	0.07	0.95	0.37	60.48	52.06	53.9	53.76	0	0	0.66	0.45	0.1	0
merged_5_17303897	0	0.1	7.29	7.1	0	0	0	0.11	0	0.3	10.29	9.31	8.34	11.18	0	0	0.31	0	0	0.15
merged_4_3817274	0	0.03	3.88	3.62	0	0	0.07	0.07	0.16	0.09	6.74	5.56	2.22	2.55	0	0.13	0.1	0.12	0	0
merged_3_13058946	0	0	19.34	20.88	0	0	0	0.25	0.24	0.23	46.67	46.17	21.44	17.43	0.32	0.49	0	0	0	0
merged_1_13082447	0.02	0.01	11.6	11.61	0.1	0.03	0.12	0.11	0.22	0.34	18.79	17.64	11.98	11.18	0.25	0.25	0.71	0.78	0	0.02
merged_5_8224484	0	0	42.5	33.77	0	0	0	0	0	0	19.7	15.35	4.6	5.05	0	0	0	0	0	0
merged_5_16746925	0.03	0.31	19.78	17.45	0.04	0.24	0.22	0.13	0.28	0.45	25.3	23.15	18.33	18.61	0	0.21	0.58	0.97	0.04	0.04
merged_2_6092207	0	0	1.07	1.75	0	0	0	0	0	0.15	1.5	2.31	3.25	2.8	0	0	0	0	0	0
merged_5_17482367	0.17	0.21	34.99	35.77	0.1	0.08	0.22	0	0.21	0.27	57.09	49.74	21.59	22.89	0.18	0	0.21	0.12	0.11	0.1
merged_3_15215223	0	0	10.71	8.88	0	0.31	0.28	0.54	0.52	0.5	18.81	17.03	16.8	17.03	0	0	1.55	0	0	0
merged_2_5611755	0	0.05	17.27	15.83	0	0.03	0.18	0.34	0.58	0.72	22.7	19.79	10.59	10.59	0.12	0.1	1.15	0.81	0.02	0.06
merged_2_10351932	0.1	0	8.51	7.79	0	0	0.18	0	0.49	0.63	13.87	11.43	16.26	18.35	0	0	0.97	0.58	0.27	0
merged_2_4208545	0.05	0.04	1.33	1.09	0	0	0.04	0	0	0	3.28	2.87	1.64	1.47	0.05	0.08	0.28	0.13	0	0
merged_5_12169318	0	0	0.75	0.92	0	0	0	0	0	0	1.8	1.94	0.99	1.2	0	0	0.1	0.11	0	0
merged_3_8244977	0.38	0.15	46.73	44.7	0.11	0.27	0.08	0.31	0.08	0.15	55.92	49.91	22.43	25.77	0	0.31	0.23	0.27	0.12	0
merged_1_9837128	0.17	0.13	7.33	8.61	0	0	0	0	0.07	0.06	10.16	9.83	9.66	9.76	0.09	0	0.5	0.24	0	0
merged_3_16276992	0	0.17	24.02	25.12	0	0	0	0	0.17	0	20.02	20.95	10.17	10.07	0	0	0.26	0.47	0	0
merged_1_15856875	0	0.03	3.57	3.04	0.09	0	0.17	0.32	0.28	0.27	6.16	6.06	5.49	5.53	0.04	0	0.88	1.33	0	0.09
merged_3_10004433	0.08	0.09	5.32	4.82	0	0.04	0.03	0.03	0.19	0.15	6.31	5.55	4.55	5.19	0.04	0.13	0.14	0.22	0	0
