Cluster	clsy1234_r1	clsy1234_r2	col0_r1	col0_r2	nrpd1_3_r1	nrpd1_3_r2	NRPD1_3xF_Mut10_r1	NRPD1_3xF_Mut10_r2	NRPD1_3xF_Mut9_r1	NRPD1_3xF_Mut9_r2	NRPD1_3xF_WT2_r1	NRPD1_3xF_WT2_r2	WTSucSul_r1	WTSucSul_r2	nrpd1_49_r1	nrpd1_49_r2	nrpd1_50_r1	nrpd1_50_r2	nrpd1_51_r1	nrpd1_51_r2
merged_2_871403	0.15	0.12	27.73	21.6	0.06	0.09	0.39	0.37	0.48	0.69	28.21	27.22	6.53	6.67	0	0	0.77	0.35	0	0
merged_4_11113410	0.06	0	2.42	3.36	0	0	0.11	0.16	0.26	0	5.92	5.45	3.73	3.86	0.07	0.1	0.39	0.28	0.08	0
merged_1_16346087	0.05	0.04	4.5	3.77	0	0	0.09	0.08	0.04	0.31	9.52	9.09	7.43	6.45	0.16	0	0.47	0.21	0	0
merged_3_14614856	0	0	6.85	6.97	0	0	0	0	0.23	0	16.63	14.47	29.8	27.29	0	0	0	0.83	0	0
merged_3_10013299	0.1	0.12	93.49	82.23	0	0	0	0	0.08	0.04	6.59	6.55	46.48	43.61	0.1	0.16	0.17	0.07	0.06	0
merged_3_7847261	0	0.11	25.48	23.71	0.11	0.04	0.08	0.26	0.18	0.34	12.36	12.7	25.53	26.26	0.47	0.36	0.58	0.44	0.06	0
merged_2_6100352	0.32	0	12.36	16.33	0	0	0	0	0	0	16.3	17.44	1.68	1.38	0	0	0	0	0	0
merged_1_13729332	0.1	0	8.97	7.3	0	0	0	0.24	0.16	0	10.97	10.43	5.57	5.9	0.11	0	0	0.14	0	0
merged_3_2360913	0	0.05	11.98	11.08	0.1	0	0	0.1	0.09	0.18	10.1	10.21	16.01	16.89	0.06	0.05	0.38	0.5	0	0
merged_5_9747098	0.04	0	14.77	13.85	0	0	0.02	0.09	0.23	0.18	22.11	20.6	7.86	8.31	0.18	0.21	0.62	0.37	0.03	0
merged_3_15704419	0.21	0	7.23	6.81	0.25	0	0.18	0.23	0.28	0.53	6.22	5.66	3.17	2.63	0	0	0.17	0.2	0	0
merged_5_7800546	0.12	0.19	93.37	92.96	0	0	0	0	0	0.28	67.58	66.1	97.88	94.53	0.26	0.2	0	0.17	0.16	0
merged_1_19086279	0	0	25.85	24.7	0	0	0.18	0	0.16	0.47	30.88	27.06	8.13	8.92	0	0.33	0.24	0	0	0
merged_3_18085528	0.37	0.89	15.22	12.65	0.87	2.34	1.39	0.61	1.29	1.9	21.86	20.89	19.42	19.18	0.52	0.2	0.44	0.88	0.48	0.29
merged_1_19372522	0.19	0	6.97	4.99	0	0	0	0.08	0.08	0.07	10.43	11.92	6.28	6.42	0.1	0	0.22	0.13	0	0.11
merged_3_7288158	0	0.19	43.05	38	0.84	0	0.41	0	0.1	0.18	16.16	17.69	8.78	7.5	0	0	0	0	0	0
merged_2_6227642	0.2	0.32	10.78	13.67	0.47	1.33	0.17	0.33	0.81	0.46	17.44	17.73	6.55	10.93	0	0	0.96	1.15	1.57	0.7
merged_5_14808605	0	0.08	36.74	32.81	0	0.09	0	0.4	0.08	0.37	38.89	41.82	20.98	23.37	0	0	0.81	1.25	0.13	0.23
merged_1_6640279	0.08	0.18	11.76	10.38	0.09	0.07	0	0.12	0.06	0.06	14.34	14.53	9.32	11.85	0.16	0.12	0.18	0.11	0	0.26
merged_3_28569	0	0.15	22.3	22.1	0	0	0.11	0.21	0.3	0.38	33.71	32.15	8.93	9.04	0.07	0	0.3	0.27	0	0
merged_2_1505193	0.01	0.03	7.74	7.42	0.03	0.02	0.05	0.06	0.14	0.22	9.98	8.76	6.08	5.99	0.05	0.05	0.25	0.1	0.03	0.02
merged_2_11597247	0.07	0.05	26.83	25.96	0	0	0	0	0.11	0.42	32.14	30.97	13.03	14.15	0	0	0.16	0.2	0	0
merged_3_14925115	0	0	0.95	0.91	0	0	0	0	0	0	1.98	1.41	0.91	0.81	0	0	0.32	0	0	0
merged_3_18086993	0.09	0	31.05	29.98	0	0	0.39	0.44	0.07	0.55	24.85	25.87	15.6	12.53	0	0	0.43	0.13	0.12	0
merged_5_24344594	0	0	17.67	9.63	0	0	0	0	0	0	13.15	13.59	4.3	4.47	0	0	0	0	0	0
merged_3_14901321	0.04	0.03	22.49	23.14	0	0	0.04	0.13	0	0.19	25.91	27.89	17.76	17.24	0.52	0.4	0.24	0.23	0	0.05
merged_1_13437784	0	0.1	7.77	7.82	0	0	0.67	0.34	1.1	1.24	14.22	13.45	5.01	4.73	0.13	0	1.42	1.53	0	0.14
merged_1_23096614	0.14	0.17	33.61	31.83	0	0	0.18	0.06	0.11	0.27	41.27	36.78	11.55	12.93	0	0	0	0.41	0	0.08
merged_3_9011413	0.02	0.02	5.45	5.4	0.01	0	0.09	0.08	0.11	0.11	8.86	8.02	7.29	6.95	0.03	0.07	0.25	0.24	0.03	0.01
merged_3_17619102	0	0	18.79	21.66	0	0	0	0	0	0.76	42.35	29.36	22.38	30.24	0.53	0.8	0	0	0.65	0
merged_1_5356684	0	0	53.87	44.44	0	0	0	0.1	0.1	0.1	53.24	50.43	60.43	46.78	0	0.2	1.92	1.77	0	0.14
merged_3_10853947	0.14	0.34	2.36	2.19	0	0.27	0.12	0	0.23	0.11	3.48	3.04	0.75	0.62	0	0	0	0.21	0	0
merged_1_11708084	0	0.17	10.59	9.94	0	0	0.06	0.06	0.12	0.06	15.24	14.22	3.4	2.95	0.08	0	0.09	0	0	0
merged_1_21610445	0.07	0.33	4.62	3.05	0.16	0	0.24	0.23	0.28	0.21	6.61	5.89	5.01	5.84	0	0.22	0.82	0.49	0	0
merged_3_13056988	0	0	2.07	2.54	0	0.04	0.06	0.12	0.27	0.14	5.71	4.93	3.05	3.21	0.04	0.06	0.49	0.16	0	0.04
merged_5_18357371	0	0	18.67	17.78	0	0	0	0	0.21	0.2	12.39	9.78	15.91	20.65	0	0	0.16	0.37	0	0
merged_1_11366608	0.04	0	3.09	3.91	0	0.04	0.04	0.07	0.11	0.07	4.69	4.16	4.98	5.49	0.05	0	0.16	0	0.06	0.11
merged_2_2163705	0	0	4.89	4.76	0	0	0.05	0.02	0.06	0.04	8.05	7.99	2.68	3.84	0.03	0.04	0.16	0.04	0	0
merged_3_1341697	0	0	22.14	31.44	0	0	0	0	0	4.44	25.38	33.5	53.98	37.19	0	0	4.58	0	0	0
merged_1_13824218	0	0	2.27	1.99	0	0	0.06	0.03	0.09	0.17	3.84	3.6	2.58	1.78	0	0	0.09	0.1	0	0
merged_3_10636578	0	0.02	17.97	17.87	0	0	0.02	0.02	0.13	0.04	12.32	11.64	14.19	14.23	0.26	0.18	0.3	0.12	0	0.03
merged_1_16288823	0.23	0.3	9.03	8.67	0.19	0.24	0.73	0.34	0.92	0.95	11.79	11.39	5.44	5.13	0.2	0.1	0.82	0.49	0.14	0.13
merged_5_15430622	0.24	0.1	46.22	43.73	0.14	0.34	0.1	0	0.19	0	19.92	17.91	25.68	28.01	0	0.19	0.14	0	0	0
merged_1_28993615	0.11	0.04	28.48	27.64	0	0.1	0.18	0.09	0.13	0.29	32.14	31.49	17.51	16.77	0.06	0.26	0.38	0.23	0.07	0
merged_5_19001208	0	0.08	35.83	31.07	0	0.05	0.08	0.12	0.12	0	16.99	11.56	8.57	8.12	0.1	0	0.17	0	0	0
merged_5_10606127	0	0	1.73	1.88	0	0	0.04	0	0.17	0	4.48	3.97	2.5	2.86	0.04	0.07	0.2	0.12	0	0
merged_3_21547460	0	0	56.2	56.25	0	0	0.1	0	0.09	0.18	0.06	0.07	22.93	20.57	0	0	0	0	0	0
merged_5_10943904	0.81	1.71	22.96	20.66	1.44	1.16	0.97	1.09	1.31	1.18	17.54	19.4	10.71	7.44	0.32	0.33	1.58	0.58	0.27	0.36
merged_1_14728689	0	0	1.86	1.9	0	0	0	0.14	0	0	2.54	2.28	1.14	0.75	0	0	0	0	0	0
merged_1_13766925	0	0	0.94	1.44	0	0	0	0	0.11	0	2.47	1.97	2.93	4.54	0	0.21	0	0	0	0
merged_2_4009162	0	0.02	3.52	3.65	0	0.01	0.04	0.09	0.12	0.13	5.27	4.82	3.51	3.02	0.01	0.07	0.22	0.2	0	0.02
merged_5_10066756	0	0	10.26	7.81	0	0	0	0.16	0.15	0.15	14.4	15.1	2.74	4.24	0	0.31	0	0.27	0	0
merged_2_1789076	0	0	8.52	8.32	0	0	0	0	0	0.44	16.16	9.14	33.46	35.27	0.31	0	1.37	0	0	0
merged_5_20328839	0.96	0	13.18	14.67	0	0	0	0	0	0	0	0	47.07	39.94	0	0	1.14	0	0	0
merged_1_15966282	0.03	0.02	9.48	9.5	0	0.03	0.1	0.02	0.15	0.14	16.6	16.2	7.81	7.79	0.03	0.2	0.22	0.13	0	0
merged_1_26993882	0.71	0.14	20.37	22.31	0.64	1.53	0	0	0.58	0.41	5.04	3.69	21.57	19.42	0.38	0.29	1.07	0	0	0
merged_1_20174275	0	0	15.75	15.22	0	0	0.35	0.22	0.32	0.41	22.2	18.63	10.21	10.24	0	0.22	0.16	0.76	0	0
merged_1_18980822	0.23	0.13	82.92	75.97	0.03	0.04	0.08	0.21	0.15	0.14	27.26	28.27	54.98	52.42	0.22	0.37	0.49	0.45	0.12	0
merged_1_12138743	0.01	0.14	18.34	17.46	0.11	0.11	0.11	0.2	0.34	0.45	22.53	19.68	15.32	13.91	0.05	0.1	0.41	0.45	0.1	0.03
merged_5_10278207	0.18	0	9.98	8.17	0	0.17	0.31	0	0	0.41	14.63	11.55	17.24	16.75	0.38	0	0.21	0	0	0
merged_1_16304626	0.41	0.4	36.63	30.73	0.38	0.47	1.42	1.53	2.11	1.92	41.98	39.07	21.46	19.22	0.14	0.37	2.27	2.33	0.12	0.11
merged_5_12740515	0	0	2.31	4.45	0	0	0	0.1	0	0	7.89	4.54	5.17	5.4	0.13	0.2	0.59	0	0	0
merged_5_12295796	0	0	2.75	2.84	0	0	0.04	0.07	0.04	0.05	5.74	5.53	3.98	3.97	0.05	0.21	0.08	0.16	0	0
merged_5_15964229	0	0.06	4.95	5.01	0.09	0	0	0.06	0.12	0.12	4.43	4.82	5.55	4.41	0	0	0.09	0.22	0.1	0
merged_5_16604309	0.1	0.16	24.37	21.4	0	0.1	0.18	0	0.16	0.31	20.03	20.06	10.76	11.8	0.22	0	0.24	0.29	0	0.12
merged_2_3096563	0	0	1.81	1.98	0	0	0.05	0	0.04	0	3.25	3.3	1.09	1.24	0	0	0.13	0.08	0	0
merged_1_15889428	0.03	0.03	9.52	8.92	0.04	0.1	0.18	0.08	0.46	0.39	13.35	13.07	4.2	5.04	0.11	0.11	0.2	0.48	0	0
merged_2_4825813	0	0.06	17.76	16.02	0	0.08	0.07	0	0.06	0	5.73	6.38	8.23	7.06	0.09	0.13	0.29	0.12	0	0
merged_4_3347768	0.02	0	5.24	5.27	0	0	0.08	0.01	0.07	0.04	7.16	6.37	5.92	5.43	0.15	0.14	0.11	0.15	0.02	0
merged_5_15649390	0	0	1.93	2.21	0	0.03	0	0	0.05	0.13	4.62	4.01	2.72	2.86	0.04	0.05	0.44	0.34	0	0
merged_3_11777114	0	0.03	7.66	7.02	0	0	0	0	0.07	0.13	8.8	8.67	7.32	7.06	0.05	0	0	0.06	0	0
merged_4_3150367	0	0	0.82	1.27	0	0	0	0	0.1	0.05	2.23	1.75	1.79	1.75	0	0	0.28	0.09	0	0
merged_1_20825208	0.05	0.04	8.4	9.45	0.06	0	0.13	0.04	0.17	0.04	23.42	22.18	3.82	4.74	0	0	0.18	0.22	0	0
merged_5_9709105	0.09	0.05	10.19	9.1	0	0	0.11	0.08	0.22	0.05	14.68	12.45	5.94	6.96	0.07	0.1	0.07	0.04	0.04	0.11
merged_3_14952096	0	0	7	6.96	0	0	0	0.41	0.2	0	8.68	7.32	5.4	5.92	0.27	0	1.19	0.36	0	0.29
merged_3_12244727	0	0	2.23	1.76	0	0	0	0.07	0	0.13	3.28	3.35	3.73	2.97	0.53	0.13	0.3	0.47	0	0
merged_1_12174443	0.02	0.05	6.81	7.45	0.03	0.02	0.13	0.16	0.23	0.3	13.74	12.42	9.79	9.74	0.05	0.03	0.36	0.37	0	0
merged_4_4675561	0	0	2.33	2.38	0.08	0	0.23	0.05	0.05	0	3.95	3.86	2.09	2.34	0	0	0.08	0.28	0	0
merged_5_12718705	0	0	1.69	1.92	0	0	0	0.05	0.05	0.1	2.68	2.61	4.68	3.67	0.07	0	0.37	0	0	0
merged_2_616606	0.18	0	77.15	79.2	0	0	0	0.29	0.42	1.09	158.5	134.87	9.56	10.61	0	0	0.21	0	0	0
merged_5_19743435	0.11	0	25.43	27.11	0	0	0.19	0.27	0.35	0.92	37.91	32.71	8.7	7.69	0	0	0.26	0	0	0
merged_4_8820503	0	0	14.36	14.6	0	0	0	0	0	0	18.71	18.55	9.43	8.19	0	0	0	0	0	0
merged_3_11065469	0.03	0.06	8.14	8.62	0.01	0.02	0.1	0.07	0.14	0.14	14.55	12.22	8.17	8.05	0.14	0.13	0.55	0.42	0.04	0.02
merged_5_24475873	0.25	0	14.2	16.45	0	0	0	0.21	0	0	14.25	15.02	31.03	23.96	0.27	0	0.3	2.15	0	0.29
merged_4_1014360	0	0	29.14	27.6	0.74	0.4	0.18	0.17	0.84	0.32	43.1	43.58	6.8	10.6	0.22	0.34	0.5	0	0	0
merged_4_6194632	0	0	12.91	14.09	0	0.24	0.05	0	0.1	0.05	10.26	10.29	5.03	5.38	0.2	0	0.07	0.18	0	0
merged_5_17542837	0.2	0.69	215.99	208.18	0.08	0.19	0.17	0.05	0.21	0.66	91.49	82.2	60.79	64.14	0.28	0.21	0.31	0.38	0	0
merged_5_11337467	0	0	1.64	1.52	0	0	0	0.03	0.03	0.03	4.64	3.52	1.16	0.85	0	0	0.05	0.06	0	0.05
merged_5_17478088	0.13	0.51	60.58	59.25	0	0.12	0.11	0.21	0.1	0.1	84.26	78.97	27.37	24.43	0	0.21	0.31	0.37	0	0
merged_2_9121945	0.04	0.02	13.6	13.89	0.03	0.06	0.1	0.11	0.35	0.62	17.6	15.6	18.11	17.77	0.05	0.02	0.33	0.44	0	0.07
merged_3_10742136	0	0.31	70.48	62.67	0	0	0	0	0.1	0	2.26	2.31	10.96	9.27	0	0.21	0.15	0	0	0
merged_1_14165878	0	0.41	67.91	57.77	0	0.25	0	0	0	0	55.03	45.48	81.89	79.64	0	0	1.23	0	0	0
merged_3_10402838	0.17	0	5.86	4.3	0.07	0.05	0.05	0.09	0.09	0	7.38	7.92	5.08	4.6	0.18	0.18	0.07	0	0	0
merged_2_11326180	0.18	0	3.77	5.13	0	0	0.16	0.3	0.58	0.42	9.07	8.57	16.44	15.57	0	0.29	2.59	1.55	0	0.21
merged_4_4325711	0.02	0.01	1.26	1.14	0	0	0.02	0	0.03	0.04	2.97	2.45	2.13	1.67	0	0	0.15	0.08	0.05	0.02
merged_5_7490846	0	0.23	71.62	66.09	0	0	0.13	0	0.24	0.34	64.45	49.94	116.84	105.23	0.47	0.24	0	0	0.19	0.17
merged_5_12710646	0.01	0.03	2.96	2.83	0	0	0.02	0.03	0.05	0.09	7.45	6.61	5.21	5.02	0.15	0.14	0.25	0.22	0.02	0.01
merged_5_17397791	0	0.14	9.77	7.75	0	0	0.15	0	0	0	12.81	10.76	6.26	9.32	0	0	0.2	0	0	0
merged_1_17036543	0	0	2.14	2.2	0.04	0	0.06	0.03	0.08	0.05	4.52	3.47	3.69	3.76	0	0	0.04	0.09	0.09	0.08
merged_4_2398555	0	0.06	27.98	28.72	0.09	0.14	0.06	0	0.23	0.06	36.83	39.87	6.16	6.91	0.15	0	0.77	1.34	0.09	0.17
merged_2_4793708	0.28	0.23	10.13	11.71	0	0	0.25	0.94	0	0.66	17.65	12.84	6.17	5.34	0.3	0	1.19	1.84	0	0
merged_2_9947291	0.16	0.53	202.3	176.82	0.29	0.39	0.07	0.2	0.53	0.19	47.07	42.79	178.69	196.72	1.75	2.52	2.06	2	0.43	0.19
merged_5_15717644	0.01	0.02	8.53	8.22	0	0.05	0.14	0.14	0.24	0.31	15.82	13.73	7.03	7.06	0.04	0.1	0.3	0.42	0.03	0.04
merged_3_14214581	0.07	0.03	3.71	3.93	0.16	0.1	0.24	0.08	0.33	0.13	4.53	3.69	5.26	5.38	0.15	0	0.2	0.15	0.09	0.04
merged_3_10521871	0	0.09	45.05	43.48	0.14	0.11	0.2	0	0.19	0.23	34.44	36.51	17.81	16.13	0.06	0	0.35	0.25	0	0.07
merged_5_8102102	0	0.05	10.88	9.58	0	0	0	0	0	0	7.04	7.62	4.48	3.69	0.07	0	0.29	0.09	0	0
merged_1_17228612	0.12	0.22	75.25	68.13	0	0.11	0.03	0.07	0.13	0.25	53.17	52.3	99.71	97.49	1.84	1.62	1.87	1.21	0.1	0.05
merged_4_15698431	0	0.24	14.15	13.97	0	0.11	0.1	0.15	0.14	0.14	18.23	16.35	7.46	5.64	0	0.29	0	0.17	0	0
merged_5_10808438	0	0	1.46	1.52	0	0	0.06	0	0.1	0	1.75	1.82	1.27	1.3	0	0	0	0.09	0.08	0
merged_5_15232851	0	0.01	4.05	4.16	0	0	0.04	0.03	0.13	0.15	7.39	6.72	6.84	6.71	0.03	0.02	0.28	0.34	0.02	0.02
merged_2_10814151	0.1	0.37	152.95	156.23	0.06	0	0.36	0.04	0.75	0.48	147.23	133.94	141.37	135.17	4.23	5.34	3.33	2.88	0.14	0.24
merged_3_13955337	0	0	1.51	1.12	0	0	0	0	0.06	0	2.82	2.35	1.9	0.96	0	0	0.28	0	0	0
merged_5_10260114	0	0	4.57	4.06	0	0	0.04	0	0.19	0.25	8.02	8.72	7.39	5.9	0.05	0	0.17	0.47	0	0
merged_1_14286146	0.03	0.11	20.22	19.6	0	0.03	0.26	0.11	0.45	0.84	19.76	18.93	19.03	17.93	0.03	0.05	0.59	0.8	0.09	0.11
merged_2_440251	0.24	0	32.48	35.29	0.28	0	0.21	0	0.1	0.28	50.13	45.04	58.72	58.53	0.38	0	0.57	1.36	0.47	0.42
merged_2_1224261	0	0	3.52	3.99	0	0	0	0.04	0.07	0.2	11.15	11.07	1.56	1.71	0	0.07	0.1	0.06	0	0.05
merged_2_9651895	0.04	0.14	11.14	9.92	0.09	0.2	0.37	0.27	0.47	0.35	8.53	7.99	8.52	7.43	0.06	0.16	0.95	0.64	0.05	0
merged_1_6197238	0.06	0.15	76.07	72	0.07	0.12	0.37	0.25	1.42	1.41	109.38	96.41	138.59	135.01	0.78	0.69	7.85	6.89	0.4	0.14
merged_1_17664583	0.17	0.07	50.06	56.57	0	0.16	0.08	0.21	0.28	1	71.29	66.69	80.32	82.17	0.09	0.56	1.44	1.61	0.45	0.1
merged_3_20853152	0.07	0.11	7.33	7.9	0	0.07	0	0.06	0.06	0	0.08	0.04	4.66	5.26	0.15	0	0	0.2	0	0.08
merged_2_6081511	0.05	0	2.6	2.92	0	0	0.08	0	0	0	4.9	4.5	3.28	2.92	0	0	0.17	0.07	0	0
merged_2_6665768	0	0.06	32.07	34.33	0	0.07	0	0.06	0.41	0.28	45.81	42.98	26.9	28.52	0	0.47	0.09	0.73	0.19	0
merged_4_3491932	0	0	2.51	1.83	0	0	0	0	0.07	0	4.62	3.02	5.12	5.21	0.4	0.15	0.44	0.4	0	0
merged_4_4823752	0	0	2.27	3.03	0	0	0	0	0.34	0.11	9.88	7.72	6.05	6.54	0	0	0	0.61	0	0
merged_4_7471154	0.13	0	28.77	27.38	0.16	0.38	0	0	0.21	0.51	30.18	32.5	13.95	15.68	0.14	0.21	0.31	0.38	0	0
merged_2_5648117	0	0.09	27.76	30.76	0.26	0.1	0.38	0.36	0.61	0.34	35.19	35.05	14.21	16.77	0	0	0.52	1.09	0	0
merged_5_13550422	0.08	0.03	6.69	6.53	0.2	0.08	0.22	0.07	0.1	0.13	13.33	11.36	18.02	20.73	0.09	0.07	0.85	1.32	0.11	0.1
merged_1_15657305	0	0.04	3.23	3.36	0	0.05	0	0.04	0.13	0.08	7.91	6.19	4.17	3.33	0.06	0	0.52	0.62	0	0
merged_2_2919099	0.12	0	11.16	9.96	0	0	0.11	0.1	0	0.19	16.6	16.64	5.77	5.71	0.13	0	0	0.18	0	0.14
merged_3_17728477	141.16	137.63	620.93	513.47	115.9	159.41	160.05	183.22	119.43	134.76	572.92	515.22	139.02	152.54	51.41	47.78	44.43	46.9	49.16	41.09
merged_5_12823029	0.24	0.31	2.38	2.16	0.13	0.09	0.11	0.21	0.37	0.31	2.13	2.1	5.04	5.09	0.23	0.15	0.5	0.45	0.29	0.15
merged_4_5888820	0	0.02	3.27	3.15	0	0	0.06	0.06	0.13	0.12	6.28	5.33	2.32	2.37	0.02	0	0.08	0.16	0.03	0
merged_5_24476331	0	0	14.27	9.72	0	0	0	0	0.17	0	13.74	12.02	2.19	2.41	0	0	0	0	0	0
merged_2_7005139	0.05	0.04	11	12.94	0	0.25	0.09	0.26	0.47	0.74	15.93	14.87	8.48	9.34	0.06	0	0.44	0.61	0.21	0
merged_5_11417752	0.05	0	3.18	3.01	0	0	0	0.04	0	0.08	2.47	2.7	3.35	3.25	0.26	0	0.29	0.14	0	0
merged_3_16520678	0	0	22.98	19.38	0	0	0.15	0.56	0	1.06	39.78	33.03	8.52	8.49	0	0	0	0	0	0
merged_5_14648093	0	0	3.84	1.91	0	0	0	0	0	0	3.31	3.74	0.33	0.36	0	0	0	0.72	0	0
merged_2_2063244	0.07	0.21	96.03	99.38	0.08	0	0.16	0.12	0.42	0.6	85.9	81.04	52.33	51.56	1.66	0.77	0.88	0.98	0.22	0.11
merged_4_14327781	0.08	0.13	33.38	30.04	0	0.08	0.07	0	0.32	0.25	36.15	33.19	60.52	56.85	0.09	0	0.96	0.69	0.31	0.19
merged_5_9704662	0	0.07	10.61	10.11	0	0.26	0.08	0.15	0.15	0.14	15.22	13.85	11.1	9.72	0	0	0.43	0.39	0.24	0.11
merged_2_10240711	0.25	0.82	115.84	97.46	0	0.24	0.89	0	0.82	0.2	160.56	155.21	19.54	19.79	0.27	0	0	0	0	0
merged_3_12348810	0.31	0.08	6.16	6.46	0	0	0.18	0.09	0.67	0.48	9.27	7.96	8.83	9.84	0	0.17	0.87	0.59	0.14	0
merged_1_5798691	0.06	0.15	19.3	21.66	0.08	0	0	0.11	0.1	0.3	25.92	24	13.18	12.8	0.07	0	0.39	0.28	0.08	0
merged_5_22020767	0	0	13.19	11.48	0	0	0.13	0	0	0	11.09	10.5	3.71	3.85	0	0	0.36	0.43	0	0
merged_5_16699226	0.04	0.02	5.13	5.02	0	0	0.02	0.04	0.11	0.17	10.66	9.03	7.98	7.97	0.09	0.04	0.4	0.39	0.03	0.04
merged_4_10755145	0	0.25	7.64	6.44	0	0.1	0.09	0.26	0.14	0.43	7.82	7.07	4.35	3.9	0	0.06	0.25	0.3	0	0.04
merged_2_686712	0.18	0.25	102.64	103.74	0.08	0.02	0.23	0.06	0.36	0.36	65.8	61.86	84.6	84.47	2.09	1.16	1.01	0.9	0.15	0.16
merged_5_20639157	0	0	39.41	43.75	0	0	0.52	0.25	0.72	3.46	61.46	55.17	8.6	9.87	0	0	0.36	0.86	0	0
merged_5_15755757	0	0	5.5	6.75	0	0	0	0	0	0	3.57	1.47	3.47	8.46	0	0	0	0	0	0
merged_2_1768524	0	0	3.92	2.52	0	0	0	0.05	0	0	3.35	3.5	3.21	2.81	0.12	0	0.07	0.17	0	0
merged_2_2440411	0.04	0.09	4.72	5.17	0	0	0.03	0.03	0.12	0.26	27.49	24.07	6.41	5.45	0.04	0.06	0.31	0.32	0.05	0
merged_1_26510627	0.28	0.07	18.74	17.26	0	0	0.24	0.15	0.15	0.21	23.62	19.94	21.77	20.28	0	0	0.11	0.27	0.12	0
merged_5_490003	0.05	0	36.53	33.3	0	0	0.09	0.08	0.21	0.24	38.03	35.85	11.41	11.05	0	0	0.18	0.29	0.07	0
merged_4_7164401	0.19	0.3	48.65	48.68	0	0	0.5	0.31	0.15	0.44	52.17	57.95	19.52	17.6	0.2	0	0.68	0	0	0
merged_3_1602515	0.27	0.73	271.96	284.94	0.22	0	0.4	0.15	1.24	1.47	189.1	186.3	235.57	239.09	10.36	10.72	11.28	12.88	0.24	0.32
merged_5_22673901	0.2	0.43	113.82	108.85	0.08	0.06	0.17	0.17	0.54	0.72	146.51	137.24	120.55	111.59	2.92	2.91	2.87	2.68	0.26	0.08
merged_1_10931816	0	0.22	65.35	67.43	0.24	0.06	0.41	0.11	0.38	0.26	22.22	21.62	73.34	70.37	0.51	0.22	0.89	0.78	0	0.08
merged_2_3512617	0	0.04	13.07	11.45	0.18	0	0.31	0.54	0.69	0.78	13.06	13.83	15.96	15.52	0.27	0.08	2.48	1.74	0	0.18
merged_4_6784693	0	0	3.07	4.25	0.11	0	0.08	0.08	0	0.07	8.73	7.16	8.07	7.63	0	0	0	0.14	0.12	0
merged_5_11577332	0.01	0.01	4.48	4.16	0	0.01	0	0.05	0.07	0.1	9.29	8	7.97	7.49	0.4	0.3	0.43	0.13	0	0.03
merged_4_5562062	0	0	12.7	10.83	0	0	0.06	0.11	0.11	0.42	22.84	19.64	10.41	13.49	0.07	0.22	0.33	0.1	0	0
merged_3_16938028	0	0	5.4	6.5	0	0	0	0	0	0.18	9.71	10.41	10.48	8.05	0	0.74	0	0.33	0	0
merged_3_16098601	0.06	0.2	26.83	28.56	0.08	0.18	0	0.05	0	0.1	3.05	3.1	30.83	30.08	0.07	0.31	0.3	0.36	0	0.22
merged_3_4796736	0	0	20.47	16.07	0	0	0	0	1.05	0	11.17	16.71	2.99	1.88	0	0	0.78	0.94	0	0
merged_5_11736931	0	0	6.18	7.61	0	0.1	0.09	0	0.34	0.08	13.82	14.77	3.51	2.15	0	0.17	0	0	0	0
merged_5_25469509	0	0.66	9.98	11.73	0	0	0	0	0	0	6.83	6.18	51.89	46.26	0	0	1.97	2.36	0	0
merged_3_10293104	0.22	0	40.68	34.69	0	0	0.97	0.09	1.08	1.81	38.59	35.69	7.47	7.88	0	0	0.4	0.8	0	0
merged_1_15469398	0	0.05	7.95	7.84	0	0	0	0.03	0.05	0.08	10.07	9.31	7.56	8.02	0.49	0.32	0.39	0.42	0.04	0
merged_1_8418480	0	0	2.47	1.45	0	0	0	0	0	0	0.19	0.14	0.3	0.33	0	0	0	0	0	0
merged_5_10514882	0	0	2.55	2.51	0	0	0	0.1	0.17	0.19	4.36	3.18	1.53	1.71	0	0	0.05	0.12	0	0
merged_3_14181402	0	0	3.64	3.37	0	0	0.13	0.12	0.12	0	3.07	3.38	5.52	3.46	0	0	0.36	0	0	0
merged_1_6173303	0	0.14	50.16	42.75	0	0	0	0	0.28	0.4	35.76	30.48	10.24	11.99	0	0	0	0	0	0
merged_1_16186189	0	0.09	2.1	3.13	0	0	0	0.09	0.18	0.09	2.48	3.23	1.32	1.53	0	0	0.13	0	0	0
merged_4_4088890	0.19	0	26.78	31.05	0.45	0	0	0	0.15	0.58	65.47	66.2	12.81	11.35	0	0	0.22	0	0	0
merged_3_12440010	0	0	1.51	1.54	0.05	0	0	0.03	0.23	0.03	3.11	2.82	1.27	1.71	0	0	0	0	0	0
merged_2_11325138	0	0.05	4.15	4.61	0.08	0.06	0.06	0.17	0.22	0.21	8.3	10.83	3.16	3.67	0	0.11	0.08	0.1	0	0
merged_2_6382526	0.11	0.13	15.91	15.15	0	0.05	0.05	0.09	0.13	0.25	20.42	18.03	15.48	15.6	0	0	0.19	0.08	0	0.06
merged_1_26196136	0.04	0.04	40.25	38.55	0.11	0.13	0	0.07	0.14	0.07	16.69	11.18	29.6	25.32	0	0	0.11	0.13	0	0
